budget,id,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count,genres,keywords,production_companies,production_countries,spoken_languages,combine_feature,clean_feature,bayes_weighted_rating,bayes_weighted_rating_norm,sentiment_score,hybrid_score
75000000,9928,en,Robots,"Rodney Copperbottom is a young robot inventor who dreams of making the world a better place, until the evil Ratchet takes over Big Weld Industries. Now, Rodney's dreams – and those of his friends – are in danger of becoming obsolete.",29.558157,2005-03-10,260696994,91.0,Released,You can shine no matter what you're made of.,Robots,6.0,1333.0,"Animation, Comedy, Family, Science Fiction","inventor, business man, robot, dishonesty","Blue Sky Studios, Twentieth Century Fox Animation",United States of America,"English, Italiano","Rodney Copperbottom is a young robot inventor who dreams of making the world a better place, until the evil Ratchet takes over Big Weld Industries. Now, Rodney's dreams – and those of his friends – are in danger of becoming obsolete. Animation, Comedy, Family, Science Fiction inventor, business man, robot, dishonesty You can shine no matter what you're made of.",rodney copperbottom young robot inventor dream making world better place evil ratchet take big weld industry rodneys dream friend danger becoming obsolete animation comedy family science fiction inventor business man robot dishonesty shine matter youre made,6.03281663734723,0.3495435768162578,0.009999999999999998,0.562
80000000,754,en,Face/Off,"An antiterrorism agent goes under the knife to acquire the likeness of a terrorist and gather details about a bombing plot. When the terrorist escapes custody, he undergoes surgery to look like the agent so he can get close to the agent's family.",46.075037,1997-06-27,245676146,138.0,Released,"In order to catch him, he must become him.",Face/Off,6.8,1583.0,"Action, Crime, Science Fiction, Thriller","undercover, mexican standoff, biological weapon, face transplant, rage and hate, fistfight, hostility, revenge, deception, tragedy, shootout, hospital, boat chase, los angeles, explosion, extreme violence, fbi agent, prison escape, criminal gang, flashback, golden gun, arch villain, bullet ballet","Paramount Pictures, Permut Presentations, WCG Entertainment Productions, Douglas/Reuther Productions, Touchstone Pictures, Krane Entertainment",United States of America,"English, Latin","An antiterrorism agent goes under the knife to acquire the likeness of a terrorist and gather details about a bombing plot. When the terrorist escapes custody, he undergoes surgery to look like the agent so he can get close to the agent's family. Action, Crime, Science Fiction, Thriller undercover, mexican standoff, biological weapon, face transplant, rage and hate, fistfight, hostility, revenge, deception, tragedy, shootout, hospital, boat chase, los angeles, explosion, extreme violence, fbi agent, prison escape, criminal gang, flashback, golden gun, arch villain, bullet ballet In order to catch him, he must become him.",antiterrorism agent go knife acquire likeness terrorist gather detail bombing plot terrorist escape custody undergoes surgery look like agent get close agent family action crime science fiction thriller undercover mexican standoff biological weapon face transplant rage hate fistfight hostility revenge deception tragedy shootout hospital boat chase los angeles explosion extreme violence fbi agent prison escape criminal gang flashback golden gun arch villain bullet ballet order catch must become,6.575142430736538,0.5050311353495339,0.0,0.608
80000000,10202,en,Bedtime Stories,Skeeter Bronson is a down-on-his-luck guy who's always telling bedtime stories to his niece and nephew. But his life is turned upside down when the fantastical stories he makes up for entertainment inexplicably turn into reality. Can a bewildered Skeeter manage his own unruly fantasies now that the outrageous characters and situations from his mind have morphed into actual people and events?,23.531721,2008-12-24,212874442,99.0,Released,Whatever they dream up... he has to survive.,Bedtime Stories,5.9,901.0,"Fantasy, Comedy, Family, Romance","wishes come true, escapade, disorder, imaginary, miraculous event, imaginary kingdom, life turned upside down, nothing goes right","Walt Disney Pictures, Happy Madison Productions, Gunn Films",United States of America,English,"Skeeter Bronson is a down-on-his-luck guy who's always telling bedtime stories to his niece and nephew. But his life is turned upside down when the fantastical stories he makes up for entertainment inexplicably turn into reality. Can a bewildered Skeeter manage his own unruly fantasies now that the outrageous characters and situations from his mind have morphed into actual people and events? Fantasy, Comedy, Family, Romance wishes come true, escapade, disorder, imaginary, miraculous event, imaginary kingdom, life turned upside down, nothing goes right Whatever they dream up... he has to survive.",skeeter bronson downonhisluck guy who always telling bedtime story niece nephew life turned upside fantastical story make entertainment inexplicably turn reality bewildered skeeter manage unruly fantasy outrageous character situation mind morphed actual people event fantasy comedy family romance wish come true escapade disorder imaginary miraculous event imaginary kingdom life turned upside nothing go right whatever dream survive,5.986465469663472,0.33625446170101847,-0.2311111111111111,0.5077777777777779
80000000,4147,en,Road to Perdition,"Mike Sullivan works as a hit man for crime boss John Rooney. Sullivan views Rooney as a father figure, however after his son is witness to a killing, Mike Sullivan finds himself on the run in attempt to save the life of his son and at the same time looking for revenge on those who wronged him.",49.078546,2002-07-12,181001478,117.0,Released,Pray for Michael Sullivan.,Road to Perdition,7.3,1077.0,"Thriller, Crime, Drama","based on graphic novel, homework, shot in the chin, soft boiled egg, learning to drive, spoiled son, scarred face, thompson sub machine gun, frost on a window, cauterizing a wound, liberty half dollar","DreamWorks SKG, The Zanuck Company, Twentieth Century Fox Film Corporation",United States of America,English,"Mike Sullivan works as a hit man for crime boss John Rooney. Sullivan views Rooney as a father figure, however after his son is witness to a killing, Mike Sullivan finds himself on the run in attempt to save the life of his son and at the same time looking for revenge on those who wronged him. Thriller, Crime, Drama based on graphic novel, homework, shot in the chin, soft boiled egg, learning to drive, spoiled son, scarred face, thompson sub machine gun, frost on a window, cauterizing a wound, liberty half dollar Pray for Michael Sullivan.",mike sullivan work hit man crime bos john rooney sullivan view rooney father figure however son witness killing mike sullivan find run attempt save life son time looking revenge wronged thriller crime drama based graphic novel homework shot chin soft boiled egg learning drive spoiled son scarred face thompson sub machine gun frost window cauterizing wound liberty half dollar pray michael sullivan,6.809278081206596,0.5721590151239272,0.0,0.638
80000000,50546,en,Just Go with It,"A plastic surgeon, romancing a much younger schoolteacher, enlists his loyal assistant to pretend to be his soon to be ex-wife, in order to cover up a careless lie. When more lies backfire, the assistant's kids become involved, and everyone heads off for a weekend in Hawaii that will change all their lives.",37.02665,2011-02-10,214918407,117.0,Released,Sometimes a guy's best wingman... is a wingwoman,Just Go with It,6.3,1543.0,"Romance, Comedy","beach, fictitious marriage, blackmail, plastic surgery, marriage, love, beautiful woman, kids and family","Columbia Pictures, Happy Madison Productions",United States of America,English,"A plastic surgeon, romancing a much younger schoolteacher, enlists his loyal assistant to pretend to be his soon to be ex-wife, in order to cover up a careless lie. When more lies backfire, the assistant's kids become involved, and everyone heads off for a weekend in Hawaii that will change all their lives. Romance, Comedy beach, fictitious marriage, blackmail, plastic surgery, marriage, love, beautiful woman, kids and family Sometimes a guy's best wingman... is a wingwoman",plastic surgeon romancing much younger schoolteacher enlists loyal assistant pretend soon exwife order cover careless lie lie backfire assistant kid become involved everyone head weekend hawaii change life romance comedy beach fictitious marriage blackmail plastic surgery marriage love beautiful woman kid family sometimes guy best wingman wingwoman,6.2328203681178795,0.4068856619137138,0.08333333333333333,0.5946666666666667
75000000,1701,en,Con Air,"When the government puts all its rotten criminal eggs in one airborne basket, it's asking for trouble. Before you can say, ""Pass the barf bag,"" the crooks control the plane, led by creepy Cyrus ""The Virus"" Grissom. Watching his every move is the just-released Cameron Poe, who'd rather reunite with his family.",45.154631,1997-06-01,224012234,115.0,Released,They were deadly on the ground; Now they have wings,Con Air,6.5,1270.0,"Action, Thriller, Crime","prison, ambush, helicopter, airport, gas station, undercover, mexican standoff, bravery, hijacking, escape, shootout, u.s. marshal, las vegas, explosion, brutality, violence, convict, desert, war hero, dea agent, motorcycle chase","Jerry Bruckheimer Films, Kouf/Bigelow Productions, Touchstone Pictures, Hiett Designs of Las Vegas, Runway Pictures Inc",United States of America,English,"When the government puts all its rotten criminal eggs in one airborne basket, it's asking for trouble. Before you can say, ""Pass the barf bag,"" the crooks control the plane, led by creepy Cyrus ""The Virus"" Grissom. Watching his every move is the just-released Cameron Poe, who'd rather reunite with his family. Action, Thriller, Crime prison, ambush, helicopter, airport, gas station, undercover, mexican standoff, bravery, hijacking, escape, shootout, u.s. marshal, las vegas, explosion, brutality, violence, convict, desert, war hero, dea agent, motorcycle chase They were deadly on the ground; Now they have wings",government put rotten criminal egg one airborne basket asking trouble say pas barf bag crook control plane led creepy cyrus virus grissom watching every move justreleased cameron poe whod rather reunite family action thriller crime prison ambush helicopter airport gas station undercover mexican standoff bravery hijacking escape shootout u marshal la vega explosion brutality violence convict desert war hero dea agent motorcycle chase deadly ground wing,6.350239381818019,0.4405502893169583,-0.3666666666666667,0.5166666666666667
80000000,13027,en,Eagle Eye,"Jerry Shaw and Rachel Holloman are two strangers whose lives are suddenly thrown into turmoil by a mysterious woman they have never met. Threatening their lives and family, the unseen caller uses everyday technology to control their actions and push them into increasing danger. As events escalate, Jerry and Rachel become the country's most-wanted fugitives and must figure out what is happening to them.",46.887983,2008-09-25,178066569,118.0,Released,Don't walk. Run.,Eagle Eye,6.3,1018.0,"Mystery, Thriller, Action","artificial intelligence, washington d.c., secret identity, hostage, technology, fbi, pentagon, twin brother, fbi agent","DreamWorks SKG, K/O Paper Products, Goldcrest Pictures, KMP Film Invest","United States of America, Germany",English,"Jerry Shaw and Rachel Holloman are two strangers whose lives are suddenly thrown into turmoil by a mysterious woman they have never met. Threatening their lives and family, the unseen caller uses everyday technology to control their actions and push them into increasing danger. As events escalate, Jerry and Rachel become the country's most-wanted fugitives and must figure out what is happening to them. Mystery, Thriller, Action artificial intelligence, washington d.c., secret identity, hostage, technology, fbi, pentagon, twin brother, fbi agent Don't walk. Run.",jerry shaw rachel holloman two stranger whose life suddenly thrown turmoil mysterious woman never met threatening life family unseen caller us everyday technology control action push increasing danger event escalate jerry rachel become country mostwanted fugitive must figure happening mystery thriller action artificial intelligence washington dc secret identity hostage technology fbi pentagon twin brother fbi agent dont walk run,6.212723897042032,0.4011239016197958,-0.06666666666666667,0.5646666666666667
79000000,2289,en,Cold Mountain,"In this classic story of love and devotion set against the backdrop of the American Civil War, a wounded Confederate soldier named W.P. Inman deserts his unit and travels across the South, aiming to return to his young wife, Ada, who he left behind to tend their farm. As Inman makes his perilous journey home, Ada struggles to keep their home intact with the assistance of Ruby, a mysterious drifter sent to help her by a kindly neighbor.",24.598479,2003-12-24,173013509,154.0,Released,Find the strength. Find the courage. No matter what it takes... find the way home.,Cold Mountain,6.7,533.0,Drama,"loss of lover, loss of family, deserter, loss of father, love of one's life","Miramax Films, Mirage Enterprises, Castel Film Romania, Bona Fide Productions, Cattleya","United States of America, United Kingdom, Romania, Italy",English,"In this classic story of love and devotion set against the backdrop of the American Civil War, a wounded Confederate soldier named W.P. Inman deserts his unit and travels across the South, aiming to return to his young wife, Ada, who he left behind to tend their farm. As Inman makes his perilous journey home, Ada struggles to keep their home intact with the assistance of Ruby, a mysterious drifter sent to help her by a kindly neighbor. Drama loss of lover, loss of family, deserter, loss of father, love of one's life Find the strength. Find the courage. No matter what it takes... find the way home.",classic story love devotion set backdrop american civil war wounded confederate soldier named wp inman desert unit travel across south aiming return young wife ada left behind tend farm inman make perilous journey home ada struggle keep home intact assistance ruby mysterious drifter sent help kindly neighbor drama loss lover loss family deserter loss father love one life find strength find courage matter take find way home,6.3472680624478475,0.4396983969671526,0.12083333333333332,0.6261666666666668
80000000,20504,en,The Book of Eli,"A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.",32.363538,2010-01-14,157107755,118.0,Released,Some will kill to have it. He will kill to protect it.,The Book of Eli,6.6,2164.0,"Action, Thriller, Science Fiction","book, post-apocalyptic, dystopia, faith, blind","Alcon Entertainment, Silver Pictures",United States of America,English,"A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind. Action, Thriller, Science Fiction book, post-apocalyptic, dystopia, faith, blind Some will kill to have it. He will kill to protect it.",postapocalyptic tale lone man fight way across america order protect sacred book hold secret saving humankind action thriller science fiction book postapocalyptic dystopia faith blind kill kill protect,6.470986018375997,0.4751689630889937,0.0,0.596
80000000,9574,en,Flubber,"Professor Phillip Brainard, an absent minded professor, works with his assistant Weebo, trying to create a substance that's a new source of energy and that will save Medfield College where his sweetheart Sara is the president. He has missed his wedding twice, and on the afternoon of his third wedding, Professor Brainard creates flubber, which allows objects to fly through the air.",11.50396,1997-11-26,177977226,93.0,Released,Catch it if you can!,Flubber,5.3,695.0,"Comedy, Family, Science Fiction","wedding vows, inventor, slime, green, flight, mad scientist, wedding","Walt Disney Pictures, Great Oaks Entertainment",United States of America,English,"Professor Phillip Brainard, an absent minded professor, works with his assistant Weebo, trying to create a substance that's a new source of energy and that will save Medfield College where his sweetheart Sara is the president. He has missed his wedding twice, and on the afternoon of his third wedding, Professor Brainard creates flubber, which allows objects to fly through the air. Comedy, Family, Science Fiction wedding vows, inventor, slime, green, flight, mad scientist, wedding Catch it if you can!",professor phillip brainard absent minded professor work assistant weebo trying create substance thats new source energy save medfield college sweetheart sara president missed wedding twice afternoon third wedding professor brainard creates flubber allows object fly air comedy family science fiction wedding vow inventor slime green flight mad scientist wedding catch,5.707702820746345,0.25633179488572594,0.31212121212121213,0.5804242424242424
80000000,11618,en,The Haunting,"Dr. David Marrow invites Nell Vance, and Theo and Luke Sanderson to the eerie and isolated Hill House to be subjects for a sleep disorder study. The unfortunate guests discover that Marrow is far more interested in the sinister mansion itself – and they soon see the true nature of its horror.",19.375768,1999-07-23,91188905,113.0,Released,Some houses are born bad.,The Haunting,5.2,369.0,"Horror, Thriller, Fantasy, Mystery","based on novel, trauma, castle, haunted house, insomnia, bone, poster, painting, remake, haunting, child labor, audio recording, spiral staircase, evil, loner, researcher, insomniac, paranormal activity, logbook,  strange noise, spook, cherub","DreamWorks, Roth-Arnold Productions",United States of America,English,"Dr. David Marrow invites Nell Vance, and Theo and Luke Sanderson to the eerie and isolated Hill House to be subjects for a sleep disorder study. The unfortunate guests discover that Marrow is far more interested in the sinister mansion itself – and they soon see the true nature of its horror. Horror, Thriller, Fantasy, Mystery based on novel, trauma, castle, haunted house, insomnia, bone, poster, painting, remake, haunting, child labor, audio recording, spiral staircase, evil, loner, researcher, insomniac, paranormal activity, logbook,  strange noise, spook, cherub Some houses are born bad.",dr david marrow invite nell vance theo luke sanderson eerie isolated hill house subject sleep disorder study unfortunate guest discover marrow far interested sinister mansion soon see true nature horror horror thriller fantasy mystery based novel trauma castle haunted house insomnia bone poster painting remake haunting child labor audio recording spiral staircase evil loner researcher insomniac paranormal activity logbook strange noise spook cherub house born bad,5.794512151273748,0.2812204707077973,-0.042857142857142864,0.5034285714285714
80000000,2300,en,Space Jam,"In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan.",36.125715,1996-11-15,250200000,88.0,Released,Get ready to jam.,Space Jam,6.5,1288.0,"Animation, Comedy, Drama, Family, Fantasy","sport, basketball, doctor, basketball team, basketball game, referee, basketball court, tweety bird, speedy gonzales, cartoon chicken, sylvester the cat, cartoon reality crossover, basketball hoop, cartoon skunk","Warner Bros. Family Entertainment, Northern Lights Entertainment, Courtside Seats Productions",United States of America,English,"In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan. Animation, Comedy, Drama, Family, Fantasy sport, basketball, doctor, basketball team, basketball game, referee, basketball court, tweety bird, speedy gonzales, cartoon chicken, sylvester the cat, cartoon reality crossover, basketball hoop, cartoon skunk Get ready to jam.",desperate attempt win basketball match earn freedom looney tune seek aid retired basketball champion michael jordan animation comedy drama family fantasy sport basketball doctor basketball team basketball game referee basketball court tweety bird speedy gonzales cartoon chicken sylvester cat cartoon reality crossover basketball hoop cartoon skunk get ready jam,6.35157058731297,0.4409319526913342,0.10000000000000003,0.6100000000000001
0,12096,en,The Pink Panther,"When the coach of the France soccer team is killed by a poisoned dart in the stadium in the end of a game, and his expensive and huge ring with the diamond Pink Panther disappears, the ambitious Chief Inspector Dreyfus assigns the worst police inspector Jacques Clouseau to the case.",25.450534,2006-01-18,0,93.0,Released,Pardon His French.,The Pink Panther,5.6,550.0,"Action, Comedy, Crime, Mystery, Family","robbery, investigation, inspector, killer, clouseau, pink panther, murder hunt","Columbia Pictures, International Production Company, The Montecito Picture Company, Robert Simonds Productions, Metro-Goldwyn-Mayer (MGM)",United States of America,English,"When the coach of the France soccer team is killed by a poisoned dart in the stadium in the end of a game, and his expensive and huge ring with the diamond Pink Panther disappears, the ambitious Chief Inspector Dreyfus assigns the worst police inspector Jacques Clouseau to the case. Action, Comedy, Crime, Mystery, Family robbery, investigation, inspector, killer, clouseau, pink panther, murder hunt Pardon His French.",coach france soccer team killed poisoned dart stadium end game expensive huge ring diamond pink panther disappears ambitious chief inspector dreyfus assigns worst police inspector jacques clouseau case action comedy crime mystery family robbery investigation inspector killer clouseau pink panther murder hunt pardon french,5.881841833184744,0.30625833391354174,-0.22142857142857147,0.49171428571428566
80000000,10200,en,The Day the Earth Stood Still,"A representative of an alien race that went through drastic evolution to survive its own climate change, Klaatu comes to Earth to assess whether humanity can prevent the environmental damage they have inflicted on their own planet. When barred from speaking to the United Nations, he decides humankind shall be exterminated so the planet can survive.",41.890722,2008-12-10,233093859,104.0,Released,12.12.08 is the Day the Earth Stood Still,The Day the Earth Stood Still,5.2,1043.0,"Drama, Science Fiction, Thriller","extraterrestrial technology, spacecraft, ultimatum, evacuation, panic, government, remake, ufo, alien, end of the world, giant robot, tank, social commentary, power outage, interrogation, environmentalism, threat, alien contact, central park, messenger, nanobots, disintegration","Twentieth Century Fox Film Corporation, Dune Entertainment III, Earth Canada Productions, Hammerhead Productions, 3 Arts Entertainment","Canada, United States of America","普通话, English","A representative of an alien race that went through drastic evolution to survive its own climate change, Klaatu comes to Earth to assess whether humanity can prevent the environmental damage they have inflicted on their own planet. When barred from speaking to the United Nations, he decides humankind shall be exterminated so the planet can survive. Drama, Science Fiction, Thriller extraterrestrial technology, spacecraft, ultimatum, evacuation, panic, government, remake, ufo, alien, end of the world, giant robot, tank, social commentary, power outage, interrogation, environmentalism, threat, alien contact, central park, messenger, nanobots, disintegration 12.12.08 is the Day the Earth Stood Still",representative alien race went drastic evolution survive climate change klaatu come earth assess whether humanity prevent environmental damage inflicted planet barred speaking united nation decides humankind shall exterminated planet survive drama science fiction thriller extraterrestrial technology spacecraft ultimatum evacuation panic government remake ufo alien end world giant robot tank social commentary power outage interrogation environmentalism threat alien contact central park messenger nanobots disintegration day earth stood still,5.569399123207171,0.21667942258733924,0.31666666666666665,0.5753333333333334
75000000,8834,en,Conspiracy Theory,"A man obsessed with conspiracy theories becomes a target after one of his theories turns out to be true. Unfortunately, in order to save himself, he has to figure out which theory it is.",22.179658,1997-08-07,136982834,135.0,Released,What if your most paranoid nightmares had just come true?,Conspiracy Theory,6.5,431.0,"Action, Drama, Mystery, Thriller","new york, cia, helicopter, assassin, secret, obsession, taxi driver, fbi, paranoia, wheelchair, chase, theory, politics, government, control, cover-up, murder, suspense, conspiracy, torture, flashback, target, geronimo, newsletter","Silver Pictures, Warner Bros., Donner/Shuler-Donner Productions",United States of America,English,"A man obsessed with conspiracy theories becomes a target after one of his theories turns out to be true. Unfortunately, in order to save himself, he has to figure out which theory it is. Action, Drama, Mystery, Thriller new york, cia, helicopter, assassin, secret, obsession, taxi driver, fbi, paranoia, wheelchair, chase, theory, politics, government, control, cover-up, murder, suspense, conspiracy, torture, flashback, target, geronimo, newsletter What if your most paranoid nightmares had just come true?",man obsessed conspiracy theory becomes target one theory turn true unfortunately order save figure theory action drama mystery thriller new york cia helicopter assassin secret obsession taxi driver fbi paranoia wheelchair chase theory politics government control coverup murder suspense conspiracy torture flashback target geronimo newsletter paranoid nightmare come true,6.242663047353396,0.4097076080250949,-0.21666666666666667,0.5466666666666666
68000000,228150,en,Fury,"Last months of World War II in April 1945. As the Allies make their final push in the European Theater, a battle-hardened U.S. Army sergeant in the 2nd Armored Division named Wardaddy commands a Sherman tank called ""Fury"" and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",139.575085,2014-10-15,211817906,135.0,Released,War never ends quietly.,Fury,7.4,3946.0,"War, Drama, Action","world war ii, nazis, war, nazi germany, panzer, tank","Columbia Pictures, QED International, Crave Films, LStar Capital, Huayi Brothers Media, Le Grisbi Productions","United Kingdom, United States of America, China",English,"Last months of World War II in April 1945. As the Allies make their final push in the European Theater, a battle-hardened U.S. Army sergeant in the 2nd Armored Division named Wardaddy commands a Sherman tank called ""Fury"" and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany. War, Drama, Action world war ii, nazis, war, nazi germany, panzer, tank War never ends quietly.",last month world war ii april ally make final push european theater battlehardened u army sergeant nd armored division named wardaddy command sherman tank called fury fiveman crew deadly mission behind enemy line outnumbered outgunned wardaddy men face overwhelming odds heroic attempt strike heart nazi germany war drama action world war ii nazi war nazi germany panzer tank war never end quietly,7.194176903546609,0.6825114617482402,0.07499999999999998,0.659
70000000,6068,en,Six Days Seven Nights,"When Quinn, a grouchy pilot living the good life in the South Pacific, agrees to transfer a savvy fashion editor, Robin, to Tahiti, he ends up stranded on a deserted island with her after their plane crashes. The pair avoid each other at first, until they're forced to team up to escape from the island -- and some pirates who want their heads.",18.264635,1998-06-12,164000000,98.0,Released,"After this week in paradise, they’re going to need a vacation.",Six Days Seven Nights,5.6,332.0,"Action, Adventure, Comedy, Romance","overleven, family guy","Caravan Pictures, Roger Birnbaum Productions, Northern Lights Entertainment, Touchstone Pictures",United States of America,"English, Deutsch, ภาษาไทย","When Quinn, a grouchy pilot living the good life in the South Pacific, agrees to transfer a savvy fashion editor, Robin, to Tahiti, he ends up stranded on a deserted island with her after their plane crashes. The pair avoid each other at first, until they're forced to team up to escape from the island -- and some pirates who want their heads. Action, Adventure, Comedy, Romance overleven, family guy After this week in paradise, they’re going to need a vacation.",quinn grouchy pilot living good life south pacific agrees transfer savvy fashion editor robin tahiti end stranded deserted island plane crash pair avoid first theyre forced team escape island pirate want head action adventure comedy romance overleven family guy week paradise theyre going need vacation,5.939317529755627,0.32273690794365567,0.13124999999999998,0.56225
80000000,41515,en,Yogi Bear,"Jellystone Park has been losing business, so greedy Mayor Brown decides to shut it down and sell the land. That means families will no longer be able to experience the natural beauty of the outdoors -- and, even worse, Yogi and Boo Boo will be tossed out of the only home they've ever known. Faced with his biggest challenge ever, Yogi must prove that he really is ""smarter than the average bear"" as he and Boo Boo join forces with their old nemesis Ranger Smith to find a way to save Jellystone Park from closing forever.",11.187696,2010-12-11,201584141,80.0,Released,Life's a Pic-A-Nic,Yogi Bear,5.2,220.0,"Comedy, Family, Animation, Adventure","picnic, sandwich, bear, 3d, yogi","De Line Pictures, Warner Bros. Animation, Sunswept Entertainment, Rhythm and Hues, Picnic Basket","United States of America, New Zealand",English,"Jellystone Park has been losing business, so greedy Mayor Brown decides to shut it down and sell the land. That means families will no longer be able to experience the natural beauty of the outdoors -- and, even worse, Yogi and Boo Boo will be tossed out of the only home they've ever known. Faced with his biggest challenge ever, Yogi must prove that he really is ""smarter than the average bear"" as he and Boo Boo join forces with their old nemesis Ranger Smith to find a way to save Jellystone Park from closing forever. Comedy, Family, Animation, Adventure picnic, sandwich, bear, 3d, yogi Life's a Pic-A-Nic",jellystone park losing business greedy mayor brown decides shut sell land mean family longer able experience natural beauty outdoors even worse yogi boo boo tossed home theyve ever known faced biggest challenge ever yogi must prove really smarter average bear boo boo join force old nemesis ranger smith find way save jellystone park closing forever comedy family animation adventure picnic sandwich bear yogi life picanic,5.88707464922546,0.30775860884116385,0.024305555555555552,0.5168611111111111
80000000,9023,en,Spirit: Stallion of the Cimarron,"As a wild stallion travels across the frontiers of the Old West, he befriends a young human and finds true love with a mare.",41.670544,2002-05-24,122563539,83.0,Released,Leader. Hero. Legend.,Spirit: Stallion of the Cimarron,7.4,831.0,"Western, Animation, Adventure, Comedy, Family","human being, freedom, mustang, rivalry, wildlife, animation, cavalry, indian war, eyebrow, wild horse","DreamWorks SKG, DreamWorks Animation",United States of America,English,"As a wild stallion travels across the frontiers of the Old West, he befriends a young human and finds true love with a mare. Western, Animation, Adventure, Comedy, Family human being, freedom, mustang, rivalry, wildlife, animation, cavalry, indian war, eyebrow, wild horse Leader. Hero. Legend.",wild stallion travel across frontier old west befriends young human find true love mare western animation adventure comedy family human freedom mustang rivalry wildlife animation cavalry indian war eyebrow wild horse leader hero legend,6.785287269967325,0.5652807277322944,0.19166666666666665,0.6823333333333333
80000000,38317,en,Zookeeper,"A comedy about a zookeeper who might be great with animals, but he doesn't know anything about the birds and the bees. The man can't find love, so he decides to quit his job at the zoo, but his animal friends try to stop him and teach him that Mother Nature knows best when it comes to love.",27.46264,2011-07-06,169852759,102.0,Released,Welcome to his jungle.,Zookeeper,5.3,498.0,"Comedy, Romance, Family","talking animal, scientist, german accent, ostrich, monkey, bullfrog, car dealership, duringcreditsstinger","Columbia Pictures, Happy Madison Productions, Sony Pictures Releasing, Broken Road Productions, Metro-Goldwyn-Mayer (MGM), Zookeeper Productions, Hey Eddie",United States of America,English,"A comedy about a zookeeper who might be great with animals, but he doesn't know anything about the birds and the bees. The man can't find love, so he decides to quit his job at the zoo, but his animal friends try to stop him and teach him that Mother Nature knows best when it comes to love. Comedy, Romance, Family talking animal, scientist, german accent, ostrich, monkey, bullfrog, car dealership, duringcreditsstinger Welcome to his jungle.",comedy zookeeper might great animal doesnt know anything bird bee man cant find love decides quit job zoo animal friend try stop teach mother nature know best come love comedy romance family talking animal scientist german accent ostrich monkey bullfrog car dealership duringcreditsstinger welcome jungle,5.772737197820863,0.2749774809941688,0.7,0.658
80000000,2157,en,Lost in Space,"The prospects for continuing life on Earth in the year 2058 are grim. So the Robinsons are launched into space to colonize Alpha Prime, the only other inhabitable planet in the galaxy. But when a stowaway sabotages the mission, the Robinsons find themselves hurtling through uncharted space.",17.455024,1998-04-03,136159423,130.0,Released,"Danger, Will Robinson!",Lost in Space,5.0,388.0,"Adventure, Family, Science Fiction","time travel, sabotage, deep space explorer","New Line Cinema, Irwin Allen Productions, Prelude Pictures, Saltire Entertainment",United States of America,English,"The prospects for continuing life on Earth in the year 2058 are grim. So the Robinsons are launched into space to colonize Alpha Prime, the only other inhabitable planet in the galaxy. But when a stowaway sabotages the mission, the Robinsons find themselves hurtling through uncharted space. Adventure, Family, Science Fiction time travel, sabotage, deep space explorer Danger, Will Robinson!",prospect continuing life earth year grim robinson launched space colonize alpha prime inhabitable planet galaxy stowaway sabotage mission robinson find hurtling uncharted space adventure family science fiction time travel sabotage deep space explorer danger robinson,5.715493723830013,0.2585654863568217,-0.375,0.425
